Time,Exchange,ImbType,imbalance_quantity,paired_quantity,reference_price,far_price,near_price,price_variation_indicator,Bid,Ask
9/21/2026 9:29:35 AM,Q,O,-22346,1400553,231.52,231.11,231.11,L,0,0
9/21/2026 9:29:36 AM,Q,O,-11688,1411211,231.27,231.11,231.11,L,0,0
9/21/2026 9:29:37 AM,Q,O,-45512,1377387,231.69,231.11,231.11,L,0,0
9/21/2026 9:29:38 AM,Q,O,-20843,1402056,231.53,231.11,231.11,L,0,0
9/21/2026 9:29:39 AM,Q,O,-10948,1411951,231.27,231.11,231.11,L,0,0
9/21/2026 9:29:40 AM,Q,O,-15762,1407137,231.34,231.11,231.15,L,0,0
9/21/2026 9:29:41 AM,Q,O,-15682,1407217,231.34,231.11,231.18,L,0,0
9/21/2026 9:29:42 AM,Q,O,-16970,1405929,231.44,231.11,231.18,L,0,0
9/21/2026 9:29:43 AM,Q,O,-15803,1407096,231.39,231.15,231.18,L,0,0
9/21/2026 9:29:44 AM,Q,O,-14699,1408200,231.34,231.18,231.23,L,0,0
9/21/2026 9:29:45 AM,Q,O,0,1422899,231.22,231.22,231.22,L,0,0
9/21/2026 9:29:46 AM,Q,O,-12464,1410435,231.35,231.25,231.25,L,0,0
9/21/2026 9:29:47 AM,Q,O,-13174,1409725,231.41,231.25,231.25,L,0,0
9/21/2026 9:29:48 AM,Q,O,-11972,1410927,231.32,231.25,231.25,L,0,0
9/21/2026 9:29:49 AM,Q,O,-17834,1405065,231.58,231.25,231.25,L,0,0
9/21/2026 9:29:50 AM,Q,O,-16539,1406360,231.58,231.25,231.25,L,0,0
9/21/2026 9:29:51 AM,Q,O,-16539,1406360,231.58,231.25,231.25,L,0,0
9/21/2026 9:29:52 AM,Q,O,-17045,1405854,231.6,231.25,231.25,L,0,0
9/21/2026 9:29:53 AM,Q,O,-16845,1406054,231.6,231.25,231.25,L,0,0
9/21/2026 9:29:54 AM,Q,O,-16845,1406054,231.6,231.25,231.25,L,0,0
9/21/2026 9:29:55 AM,Q,O,0,1422899,231.22,231.22,231.22,L,0,0
9/21/2026 9:29:56 AM,Q,O,0,1422899,231.06,231.06,231.06,L,0,0
9/21/2026 9:29:57 AM,Q,O,0,1422899,231.5,231.5,231.5,L,0,0
9/21/2026 9:29:58 AM,Q,O,0,1422899,231.53,231.53,231.53,L,0,0
9/21/2026 9:29:59 AM,Q,O,0,1422899,231.46,231.46,231.46,L,0,0
9/21/2026 9:30:00 AM,Q,O,-4257,1418642,231.61,231.6,231.61,L,0,0
